freq,unit,coicop,geo\TIME_PERIOD	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,INX_A_AVG,CP01161,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	117.38 d	134.65 d	144.36 d	151.55 d	177.58 d	186.12 d	188.93 d	202.39 d	206.18 d
A,INX_A_AVG,CP01161,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	99.13 	98.36 	100.00 	102.43 	101.73 	102.40 	95.84 	101.99 	104.28 	109.78 	114.75 	113.11 
A,INX_A_AVG,CP01161,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	85.91 	86.98 	88.45 	94.64 	89.17 	91.96 	90.09 	92.05 	100.64 	95.74 	100.00 	103.71 	97.91 	101.83 	100.65 	109.71 	102.14 	106.81 	118.86 	121.86 
A,INX_A_AVG,CP01161,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91.72 	92.74 	100.00 	100.47 	103.64 	106.64 	107.17 	121.44 	119.78 	133.57 	147.62 	156.98 
A,INX_A_AVG,CP01161,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 	100.98 	103.19 	107.56 	104.75 	105.14 	97.36 	96.14 	102.64 	103.29 
A,INX_A_AVG,CP01161,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	104.66 	102.01 	107.70 	110.33 	117.08 	132.43 	126.29 	132.25 	145.76 
A,INX_A_AVG,CP01161,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.0 	98.6 	101.9 	105.8 	100.4 	122.8 	120.3 	123.1 	138.4 	138.4 
A,INX_A_AVG,CP01161,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.0 	103.4 	107.5 	111.9 	106.2 	114.9 	116.7 	120.4 	129.1 	135.4 
A,INX_A_AVG,CP01161,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	102.7 	99.8 	97.1 	98.7 	95.2 	100.0 	106.9 	108.4 	107.9 	109.0 	114.7 	115.6 	123.8 	128.2 	130.8 
A,INX_A_AVG,CP01161,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	104.48 	109.61 	107.21 	116.33 	118.02 	125.27 	135.73 	140.64 
A,INX_A_AVG,CP01161,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	104.48 	109.61 	107.21 	116.33 	118.02 	125.27 	135.70 	140.60 
A,INX_A_AVG,CP01161,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	104.50 	109.61 	107.19 	116.33 	118.02 	125.28 	135.77 	140.68 
A,INX_A_AVG,CP01161,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	99.40 	110.29 	113.10 	108.01 	126.68 	127.52 	142.82 	172.23 	178.29 
A,INX_A_AVG,CP01161,EEA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	104.92 	109.52 	107.40 	118.64 	119.25 	127.26 	138.82 	143.75 
A,INX_A_AVG,CP01161,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 	92.65 	96.57 	98.56 	97.66 	113.39 	111.93 	117.31 	128.53 	131.75 
A,INX_A_AVG,CP01161,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	105.50 	106.43 	114.72 	113.58 	123.39 	128.23 	141.86 	151.07 	159.42 
A,INX_A_AVG,CP01161,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	104.91 	109.48 	107.30 	118.55 	119.28 	127.32 	138.84 	143.75 
A,INX_A_AVG,CP01161,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	105.73 	110.40 	108.00 	119.34 	120.07 	128.17 	139.76 	144.70 
A,INX_A_AVG,CP01161,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	104.91 	109.48 	107.30 	: 	: 	: 	: 	: 
A,INX_A_AVG,CP01161,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.87 	105.59 	101.73 	107.63 	103.37 	109.98 	120.03 	123.13 
A,INX_A_AVG,CP01161,FR	66.89 	68.94 	71.64 	69.03 	70.06 	78.15 	81.77 	87.00 	83.51 	82.67 	84.60 	87.11 	91.74 	85.24 	89.73 	91.07 	95.02 	101.39 	95.46 	100.00 	105.39 	107.57 	114.61 	114.96 	125.47 	130.43 	136.40 	146.71 	150.10 
A,INX_A_AVG,CP01161,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	100.95 	102.72 	104.62 	96.05 	107.08 	107.92 	116.57 	134.60 	139.38 
A,INX_A_AVG,CP01161,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 	104.21 	109.05 	116.23 	117.19 	155.90 	159.48 	185.04 	217.07 	227.95 
A,INX_A_AVG,CP01161,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	101.3 	101.2 	100.2 	100.0 	99.5 	102.8 	110.1 	112.4 
A,INX_A_AVG,CP01161,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96.34 	86.33 	95.27 	98.77 	109.62 	108.11 	108.52 	121.22 	131.43 
A,INX_A_AVG,CP01161,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91.4 	94.0 	95.8 	101.5 	96.9 	100.0 	102.3 	108.2 	112.6 	110.5 	118.5 	118.0 	126.6 	138.5 	144.0 
A,INX_A_AVG,CP01161,LT	80.76 	72.06 	66.17 	63.24 	55.16 	59.07 	60.35 	59.49 	61.43 	64.41 	74.91 	85.01 	98.86 	83.39 	81.65 	90.16 	91.68 	94.76 	96.21 	100.00 	99.80 	103.07 	99.85 	97.46 	112.71 	116.69 	130.69 	145.40 	149.12 
A,INX_A_AVG,CP01161,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 	103.36 	107.37 	110.34 	106.01 	115.30 	115.51 	114.40 	123.25 	126.64 
A,INX_A_AVG,CP01161,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 	100.79 	106.61 	105.22 	103.07 	119.13 	114.21 	130.34 	148.82 	154.98 
A,INX_A_AVG,CP01161,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 d	96.10 d	105.60 d	104.18 d	109.98 d	123.77 d	127.79 d	146.27 d	161.42 d	164.46 d
A,INX_A_AVG,CP01161,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 d	94.56 d	95.48 d	99.31 d	95.02 d	108.61 d	103.87 d	115.40 d	129.49 d	141.00 d
A,INX_A_AVG,CP01161,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	103.77 	107.64 	111.22 	112.73 	122.22 	131.79 	143.82 	158.17 	164.28 
A,INX_A_AVG,CP01161,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	90.87 	94.26 	96.15 	103.28 	98.03 	100.00 	105.32 	108.91 	111.45 	107.91 	114.89 	113.02 	118.59 	127.72 	131.17 
A,INX_A_AVG,CP01161,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	97.8 	104.5 	108.1 	118.0 	108.2 	113.6 	130.6 	137.1 
A,INX_A_AVG,CP01161,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.0 	105.4 	115.9 	115.9 	113.4 	136.8 	132.0 	143.1 	158.6 	163.4 
A,INX_A_AVG,CP01161,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 	107.79 	110.24 	113.44 	107.91 	119.01 	121.58 	129.41 	149.76 	147.94 
A,INX_A_AVG,CP01161,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	102.78 	105.82 	103.86 	121.16 	118.89 	130.46 	146.22 	153.67 
A,INX_A_AVG,CP01161,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96.3 d	102.5 d	103.2 d	100.5 d	117.4 d	116.6 d	134.2 d	152.1 d	162.9 d
A,INX_A_AVG,CP01161,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	94.04 	100.00 	104.11 	110.05 	117.62 	112.49 	119.79 	113.96 	126.00 	138.96 	136.38 
A,INX_A_AVG,CP01161,SI	: 	: 	: 	: 	: 	60.32 	58.88 	61.22 	62.16 	63.56 	60.39 	67.45 	74.87 	70.18 	70.77 	79.59 	82.76 	90.49 	91.53 	100.00 	103.21 	112.89 	121.41 	125.98 	147.65 	144.61 	165.84 	190.72 	208.94 
A,INX_A_AVG,CP01161,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	101.28 	109.37 	116.68 	110.00 	120.88 	119.61 	133.41 	148.63 	153.53 
A,INX_A_AVG,CP01161,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	103.7 	107.9 	108.6 	: 	: 	: 	: 	: 
A,INX_A_AVG,CP01161,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.57 d	107.36 d	105.26 d	99.38 d	105.86 d	94.34 d	86.34 d	96.30 d	101.31 d
A,INX_A_AVG,CP01162,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 	97.37 	97.41 	98.14 	98.22 	99.13 	98.97 	111.21 	114.18 	108.40 
A,INX_A_AVG,CP01162,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.0 	104.8 	104.5 	106.6 	107.0 	108.6 	112.6 	137.1 	144.7 	130.5 
A,INX_A_AVG,CP01162,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91.4 	92.9 	95.6 	96.2 	98.3 	100.0 	104.7 	104.4 	106.9 	109.3 	106.8 	106.7 	124.7 	131.7 	128.7 
A,INX_A_AVG,CP01162,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.74 	104.68 	105.15 	106.50 	109.65 	130.99 	138.26 	126.93 
A,INX_A_AVG,CP01162,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.74 	104.68 	105.15 	106.50 	109.65 	130.99 	138.09 	126.76 
A,INX_A_AVG,CP01162,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.73 	104.70 	105.17 	106.52 	109.66 	131.01 	138.40 	127.05 
A,INX_A_AVG,CP01162,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96.71 	99.49 	122.09 	118.31 	112.41 	107.17 	124.83 	132.31 	138.68 
A,INX_A_AVG,CP01162,EEA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.55 	103.86 	105.11 	107.15 	110.44 	129.59 	138.92 	130.23 
A,INX_A_AVG,CP01162,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.30 	103.52 	104.53 	106.41 	109.40 	128.35 	137.48 	128.70 
A,INX_A_AVG,CP01162,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.30 	103.52 	104.53 	106.41 	109.40 	128.35 	137.48 	128.70 
A,INX_A_AVG,CP01162,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.30 	103.52 	104.53 	: 	: 	: 	: 	: 
A,INX_A_AVG,CP01162,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	99.66 	108.03 	109.28 	111.14 	110.13 	111.46 	112.77 	112.75 
A,INX_A_AVG,CP01162,FR	67.42 	67.84 	68.33 	68.97 	71.52 	72.67 	72.58 	73.82 	73.41 	72.69 	73.73 	77.44 	82.65 	87.58 	90.87 	92.13 	94.71 	94.85 	95.23 	100.00 	100.15 	99.58 	100.24 	99.50 	99.94 	105.35 	140.77 	155.40 	134.40 
A,INX_A_AVG,CP01162,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	96.49 	93.73 	103.21 	105.20 	105.49 	105.88 	129.16 	184.67 	172.01 
A,INX_A_AVG,CP01162,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 	96.84 	96.97 	103.45 	104.13 	106.34 	110.29 	132.44 	150.49 	141.11 
A,INX_A_AVG,CP01162,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	99.78 	93.96 	98.41 	105.53 	115.65 	121.65 	120.38 	128.43 	127.61 
A,INX_A_AVG,CP01162,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	107.43 	100.00 	96.67 	95.51 	97.31 	95.49 	95.72 	94.23 	101.38 	112.77 	112.52 
A,INX_A_AVG,CP01162,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 	100.97 	99.96 	108.56 	108.10 	105.09 	109.38 	127.46 	143.55 	138.79 
A,INX_A_AVG,CP01162,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 d	99.21 d	98.00 d	100.16 d	104.13 d	116.01 d	118.30 d	116.55 d	118.10 d
A,INX_A_AVG,CP01162,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	125.94 d	127.56 d	136.15 d	143.70 d	145.23 d	148.07 d	173.18 d	170.22 d	184.85 d
A,INX_A_AVG,CP01162,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	107.2 	112.6 	120.7 	128.3 	141.5 	167.8 	186.5 	181.3 
A,INX_A_AVG,CP01162,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.0 	98.9 	98.1 	103.5 	110.8 	116.2 	119.2 	126.8 	150.0 	150.3 
A,INX_A_AVG,CP01162,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	102.10 	105.79 	106.74 	110.00 	112.95 	125.94 	146.73 	157.46 
A,INX_A_AVG,CP01162,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	102.7 d	103.6 d	107.0 d	101.0 d	97.0 d	104.4 d	120.3 d	132.9 d	136.4 d
A,INX_A_AVG,CP01162,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	97.80 	100.00 	100.53 	98.75 	98.51 	99.32 	102.36 	105.22 	121.57 	123.74 	114.57 
A,INX_A_AVG,CP01162,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	104.37 	103.46 	106.28 	109.60 	143.54 	140.30 	128.11 
A,INX_A_AVG,CP01162,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	97.85 
A,INX_A_AVG,CP01163,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	103.01 d	103.65 d	103.55 d	108.99 d	110.86 d	115.08 d	119.51 d	124.47 d	124.97 d
A,INX_A_AVG,CP01163,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95.35 	97.29 	100.00 	104.54 	105.72 	103.40 	104.67 	101.56 	99.16 	99.68 	103.44 	110.67 
A,INX_A_AVG,CP01163,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	63.62 	63.32 	71.68 	74.98 	86.44 	79.93 	85.27 	95.50 	96.34 	96.08 	100.00 	105.22 	105.36 	104.39 	100.65 	99.80 	96.76 	100.05 	106.11 	103.44 
A,INX_A_AVG,CP01163,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91.56 	89.96 	100.00 	95.06 	99.41 	98.50 	97.77 	103.59 	107.25 	115.20 	123.03 	132.11 
A,INX_A_AVG,CP01163,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 	99.94 	96.62 	99.53 	99.77 	101.57 	99.24 	98.38 	100.55 	101.05 
A,INX_A_AVG,CP01163,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.51 	99.19 	100.03 	98.48 	99.87 	101.70 	109.12 	115.74 	117.45 
A,INX_A_AVG,CP01163,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.0 	94.4 	90.1 	85.0 	85.6 	84.8 	84.1 	86.3 	88.4 	84.9 
A,INX_A_AVG,CP01163,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.0 	105.3 	101.4 	102.8 	105.5 	108.3 	108.8 	112.4 	124.3 	132.7 
A,INX_A_AVG,CP01163,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	68.8 	76.2 	82.0 	87.7 	92.5 	100.0 	107.2 	105.1 	98.3 	98.5 	92.6 	90.9 	95.1 	99.7 	102.6 
A,INX_A_AVG,CP01163,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.67 	101.30 	101.77 	103.10 	102.71 	106.31 	113.34 	115.70 
A,INX_A_AVG,CP01163,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.67 	101.30 	101.77 	103.10 	102.71 	106.31 	113.28 	115.61 
A,INX_A_AVG,CP01163,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.71 	101.33 	101.75 	103.08 	102.70 	106.34 	113.29 	115.66 
A,INX_A_AVG,CP01163,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	102.36 	93.14 	91.37 	88.69 	86.61 	83.60 	88.89 	92.46 	90.68 
A,INX_A_AVG,CP01163,EEA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	101.51 	101.79 	102.26 	104.10 	104.03 	108.42 	116.05 	118.52 
A,INX_A_AVG,CP01163,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 	102.25 	98.11 	96.35 	92.76 	94.34 	94.02 	98.00 	102.48 	107.37 
A,INX_A_AVG,CP01163,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	106.13 	106.07 	105.22 	104.03 	105.45 	103.86 	106.85 	110.34 	110.16 
A,INX_A_AVG,CP01163,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	101.48 	101.76 	102.21 	103.99 	103.97 	108.41 	116.08 	118.55 
A,INX_A_AVG,CP01163,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.81 	101.44 	101.97 	103.41 	103.39 	107.81 	115.42 	117.89 
A,INX_A_AVG,CP01163,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	101.48 	101.76 	102.21 	: 	: 	: 	: 	: 
A,INX_A_AVG,CP01163,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.98 	101.36 	101.45 	101.63 	101.79 	104.79 	107.28 	103.61 
A,INX_A_AVG,CP01163,FR	67.98 	67.91 	67.96 	68.14 	71.12 	74.37 	76.24 	77.87 	78.45 	77.78 	80.04 	80.79 	83.65 	88.02 	89.24 	92.79 	96.94 	96.53 	96.47 	100.00 	104.91 	108.08 	110.04 	110.71 	112.35 	112.86 	116.58 	126.81 	124.48 
A,INX_A_AVG,CP01163,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	96.31 	98.24 	97.59 	91.33 	93.15 	93.24 	99.82 	104.60 	109.97 
A,INX_A_AVG,CP01163,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 	99.56 	102.91 	109.64 	121.48 	123.90 	126.39 	146.37 	176.68 	175.88 
A,INX_A_AVG,CP01163,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	94.2 	90.6 	89.9 	88.1 	87.6 	89.6 	94.8 	96.2 
A,INX_A_AVG,CP01163,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96.84 	91.39 	91.20 	95.91 	97.75 	99.21 	101.44 	106.70 	106.65 
A,INX_A_AVG,CP01163,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	87.0 	89.1 	91.7 	93.9 	96.6 	100.0 	101.3 	102.6 	103.7 	103.7 	104.8 	104.2 	108.8 	112.6 	113.1 
A,INX_A_AVG,CP01163,LT	45.31 	48.59 	50.36 	48.06 	45.49 	40.57 	33.89 	34.14 	42.91 	49.69 	52.38 	53.26 	61.47 	64.28 	60.57 	63.74 	67.31 	72.95 	83.30 	100.00 	103.39 	100.98 	98.00 	94.70 	95.37 	95.69 	104.04 	113.02 	111.34 
A,INX_A_AVG,CP01163,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 	104.36 	109.43 	111.83 	111.40 	113.37 	112.60 	119.32 	129.13 	130.92 
A,INX_A_AVG,CP01163,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	113.75 	116.83 	119.15 	131.64 	148.04 	149.37 
A,INX_A_AVG,CP01163,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 d	85.90 d	97.80 d	99.80 d	92.17 d	94.59 d	96.43 d	107.64 d	98.75 d	105.03 d
A,INX_A_AVG,CP01163,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 d	98.60 d	102.13 d	97.48 d	95.54 d	95.62 d	96.62 d	107.13 d	115.05 d	121.17 d
A,INX_A_AVG,CP01163,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	106.51 	112.64 	113.55 	114.62 	115.80 	117.14 	131.13 	155.99 	165.28 
A,INX_A_AVG,CP01163,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	84.68 	91.60 	96.85 	96.65 	96.66 	100.00 	101.75 	102.67 	104.78 	107.67 	109.35 	108.23 	111.74 	117.81 	116.02 
A,INX_A_AVG,CP01163,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	106.7 	108.0 	109.6 	113.8 	111.4 	114.7 	122.5 	125.0 
A,INX_A_AVG,CP01163,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.0 	101.7 	101.6 	103.5 	103.6 	106.8 	110.0 	119.6 	130.3 	132.6 
A,INX_A_AVG,CP01163,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 	98.10 	94.76 	90.34 	84.37 	82.56 	81.32 	83.29 	82.07 	80.39 
A,INX_A_AVG,CP01163,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95.79 	99.81 	96.25 	99.70 	105.47 	114.33 	126.06 	133.58 
A,INX_A_AVG,CP01163,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	73.4 d	91.4 d	95.8 d	87.8 d	88.5 d	93.0 d	103.5 d	109.5 d	116.3 d
